pair_id,sent1_text,sent2_text,domain,group,avg
pair_1208,"To be honest, I've had better frozen pizza.",We’re can’t say enough about their delicious gourmet pizza’s!,Restaurant,Different,1.666666667
pair_1209,"To be honest, I've had better frozen pizza.",The pizza’s are light and scrumptious.,Restaurant,Different,2.25
pair_121,They did not replace the motherboard.,They ended up not charging me.,Laptop,Different,2
pair_1210,"To be honest, I've had better frozen pizza.",Try the Pizza Ensalata!,Restaurant,Different,1
pair_1211,Also love their caeser salad.,We’re can’t say enough about their delicious gourmet pizza’s!,Restaurant,Same,2.333333333
pair_1212,Also love their caeser salad.,Try the Pizza Ensalata!,Restaurant,Same,2.666666667
pair_1213,"Prefer to order it and pick it up though because I don't like the servers, one young woman in particular.",She doesn't make you feel welcome and treats you like an annoyance.,Restaurant,Same,3.25
pair_1214,"Prefer to order it and pick it up though because I don't like the servers, one young woman in particular.","But she is very friendly with certain people, making it even more annoying.",Restaurant,Same,3
pair_1215,"Prefer to order it and pick it up though because I don't like the servers, one young woman in particular.",Management should really take notice and train their waitstaff and teach them some proper manners.,Restaurant,Same,2.666666667
pair_1216,She doesn't make you feel welcome and treats you like an annoyance.,"But she is very friendly with certain people, making it even more annoying.",Restaurant,Same,0.75
pair_1217,She doesn't make you feel welcome and treats you like an annoyance.,Management should really take notice and train their waitstaff and teach them some proper manners.,Restaurant,Same,3.25
pair_1218,She doesn't make you feel welcome and treats you like an annoyance.,"I've always found the wait staff and, if you sit at the bar, the cooks very friendly.",Restaurant,Different,0.666666667
pair_1219,"But she is very friendly with certain people, making it even more annoying.",Management should really take notice and train their waitstaff and teach them some proper manners.,Restaurant,Same,2.333333333
pair_122,Instead they 'tightened' a loose wire.,It also has a big new scratch on the top cover.,Laptop,Same,2
pair_1220,"But she is very friendly with certain people, making it even more annoying.","I've always found the wait staff and, if you sit at the bar, the cooks very friendly.",Restaurant,Different,2
pair_1221,Management should really take notice and train their waitstaff and teach them some proper manners.,"I've always found the wait staff and, if you sit at the bar, the cooks very friendly.",Restaurant,Different,1
pair_1222,Fabulous Italian Food!,The Caesar salad I ordered had so much lemon I couldn't eat it.,Restaurant,Different,1
pair_1223,Fabulous Italian Food!,– Mioposto has a very creative & delicious pizza menu.,Restaurant,Same,3
pair_1224,Fabulous Italian Food!,We’re can’t say enough about their delicious gourmet pizza’s!,Restaurant,Same,3
pair_1225,– I highly recommend Mioposto.,I am so happy to have a wonderful Italian restaurant in my neighborhood.,Restaurant,Same,3
pair_1226,– I highly recommend Mioposto.,My favortie pizza joint in Seattle,Restaurant,Same,3.25
pair_1227,– I highly recommend Mioposto.,"– This is my ""must bring out of town guests to"" restaurant and they always enjoy and rave about it.",Restaurant,Same,2.666666667
pair_1228,– I highly recommend Mioposto.,– My husband and I love eating at Mioposto Café.,Restaurant,Same,3.25
pair_1229,I am so happy to have a wonderful Italian restaurant in my neighborhood.,"– This is my ""must bring out of town guests to"" restaurant and they always enjoy and rave about it.",Restaurant,Same,3.25
pair_123,Instead they 'tightened' a loose wire.,I started it up and it still has the same problem I went in to fix.,Laptop,Same,2
pair_1230,I am so happy to have a wonderful Italian restaurant in my neighborhood.,"In fact, many want to return a second time during their visit.",Restaurant,Same,3
pair_1231,I am so happy to have a wonderful Italian restaurant in my neighborhood.,– My husband and I love eating at Mioposto Café.,Restaurant,Same,3
pair_1232,My favortie pizza joint in Seattle,"– This is my ""must bring out of town guests to"" restaurant and they always enjoy and rave about it.",Restaurant,Same,2.666666667
pair_1233,My favortie pizza joint in Seattle,"In fact, many want to return a second time during their visit.",Restaurant,Same,3
pair_1234,My favortie pizza joint in Seattle,– My husband and I love eating at Mioposto Café.,Restaurant,Same,2.666666667
pair_1235,"– This is my ""must bring out of town guests to"" restaurant and they always enjoy and rave about it.",– My husband and I love eating at Mioposto Café.,Restaurant,Same,2.666666667
pair_1236,"In fact, many want to return a second time during their visit.",– My husband and I love eating at Mioposto Café.,Restaurant,Same,3
pair_1237,We’re can’t say enough about their delicious gourmet pizza’s!,Try the Pizza Ensalata!,Restaurant,Same,2.75
pair_1238,We’re can’t say enough about their delicious gourmet pizza’s!,Absolutely delicious.,Restaurant,Same,3.2
pair_1239,You never feel icky and stuffed after you eat there.,The pizza’s are light and scrumptious.,Restaurant,Same,2.5
pair_124,Instead they 'tightened' a loose wire.,I think it may have to be 'Apple Don't Care' instead of Apple Care.,Laptop,Same,3
pair_1240,WAY OVER-RATED!!!!,– This place is unbelievably over-rated.,Restaurant,Same,4
pair_1241,I love this restaurant,WAY OVER-RATED!!!!,Restaurant,Different,0.666666667
pair_1242,I love this restaurant,– This place is unbelievably over-rated.,Restaurant,Different,0.666666667
pair_1243,I love this restaurant,It was absolutely amazing.,Restaurant,Same,3.5
pair_1244,I love this restaurant,"I guarantee you won't be disappointed, there's also valet parking.",Restaurant,Same,3
pair_1245,"– I will never forget the amazing meal, service, and ambiance I experience at this restaurant.",Save room for  scrumptious desserts.,Restaurant,Same,2.25
pair_1246,It was absolutely amazing.,WAY OVER-RATED!!!!,Restaurant,Different,0.666666667
pair_1247,It was absolutely amazing.,– This place is unbelievably over-rated.,Restaurant,Different,1
pair_1248,It was absolutely amazing.,"I guarantee you won't be disappointed, there's also valet parking.",Restaurant,Same,3
pair_1249,I have not a bad thing to say about this place.,WAY OVER-RATED!!!!,Restaurant,Different,0.666666667
pair_125,Instead they 'tightened' a loose wire.,They tried to tell me that the battery wasn't covered by the warranty and it costs about $150 to replace.,Laptop,Same,2
pair_1250,I have not a bad thing to say about this place.,"That's a huge compliment, especially in the fickled restaurant business, ...enough already!",Restaurant,Same,2.5
pair_1251,I cannot wait to go back again this coming weekend!,WAY OVER-RATED!!!!,Restaurant,Different,1.666666667
pair_1252,"That's a huge compliment, especially in the fickled restaurant business, ...enough already!","I guarantee you won't be disappointed, there's also valet parking.",Restaurant,Same,1.75
pair_1253,"Brunch at Murphy's is to die for, my specialty... egg white omelet, the food is always freshly prepared.",Save room for  scrumptious desserts.,Restaurant,Same,2.333333333
pair_1254,"I guarantee you won't be disappointed, there's also valet parking.",WAY OVER-RATED!!!!,Restaurant,Different,1
pair_1255,"best restaurant in the world, great decor, great customer service, friendly manager",Still I would recommend this place.,Restaurant,Same,3
pair_1256,"best restaurant in the world, great decor, great customer service, friendly manager",I liked it.,Restaurant,Same,3
pair_1257,"best restaurant in the world, great decor, great customer service, friendly manager","– I've been to Open Sesame only once, but I'm still reeling from the experience!!",Restaurant,Same,3.25
pair_1258,"best restaurant in the world, great decor, great customer service, friendly manager",GO TO OPEN SESAME!!!,Restaurant,Same,2.333333333
pair_1259,"best restaurant in the world, great decor, great customer service, friendly manager","However, this place is a gem, and I won't stop going back.",Restaurant,Same,2.666666667
pair_126,Instead they 'tightened' a loose wire.,They ended up not charging me.,Laptop,Different,1.333333333
pair_1260,i am never disappointed with there food.,Food was good and cheap.,Restaurant,Same,3
pair_1261,i am never disappointed with there food.,I had the kafta plate and I enjoyed it.,Restaurant,Same,2
pair_1262,i am never disappointed with there food.,Holy Hummus!,Restaurant,Same,2.5
pair_1263,i am never disappointed with there food.,"The side of potatoes is to die for, as is the labne (yogurt dip).",Restaurant,Same,2.666666667
pair_1264,– I recently had the pleasure of dining as this delightful restaurant on 2nd street and wow what a great evening we had.,To the owners of Open Sesame...Bravo...I can't wait to come back to dine at your restaurant!,Restaurant,Same,3.5
pair_1265,Enjoyed the food,"The food is fantastic, authentic, delicious and very, very affordable.",Restaurant,Same,3.25
pair_1266,Still I would recommend this place.,To the owners of Open Sesame...Bravo...I can't wait to come back to dine at your restaurant!,Restaurant,Same,3.25
